id	value	cell_tested	state_tested	dnase_tested	cell_picked	state_picked	dnase_picked	matched	coords	len
#3030	0.353	K562	18:Pol2	non-DNase	HepG2	8:EnhW	DNase	unmatched	chr19:35,519,389-35,519,683	295
#6685	-0.330	K562	18:Pol2	non-DNase	Huvec	5:Enh	DNase	unmatched	chr11:19,979,749-19,980,043	295
#7271	-0.312	K562	18:Pol2	non-DNase	Huvec	9:DNaseU	DNase	unmatched	chrX:118,164,929-118,165,223	295
#10299	-0.307	K562	18:Pol2	non-DNase	HepG2	5:Enh	DNase	unmatched	chr3:186,780,329-186,780,623	295
#15290	-0.259	K562	18:Pol2	non-DNase	Huvec	12:CtcfO	DNase	unmatched	chr4:140,324,629-140,324,923	295
#15499	-0.224	K562	18:Pol2	non-DNase	Huvec	14:Gen5'	DNase	unmatched	chr2:65,502,609-65,502,903	295
#7715	-0.207	K562	18:Pol2	non-DNase	Huvec	18:Pol2	DNase	unmatched	chr6:117,879,609-117,879,903	295
#15609	0.205	K562	18:Pol2	non-DNase	Huvec	20:ReprD	DNase	unmatched	chr2:63,283,909-63,284,203	295
#8092	-0.199	K562	18:Pol2	non-DNase	H1hesc	4:PromP	DNase	unmatched	chr19:49,669,429-49,669,723	295
#7698	-0.192	K562	18:Pol2	non-DNase	Huvec	17:Gen3'	DNase	unmatched	chr19:34,305,769-34,306,063	295
#14460	0.187	K562	18:Pol2	non-DNase	Huvec	5:Enh	DNase	unmatched	chr14:75,478,349-75,478,643	295
#15093	-0.103	K562	18:Pol2	non-DNase	Huvec	9:DNaseU	DNase	unmatched	chr1:163,327,169-163,327,463	295
#9969	0.058	K562	18:Pol2	non-DNase	HepG2	3:PromF	DNase	unmatched	chrX:23,804,249-23,804,543	295
#15520	-0.046	K562	18:Pol2	non-DNase	Huvec	14:Gen5'	DNase	unmatched	chr17:27,582,949-27,583,243	295
#9671	0.005	K562	18:Pol2	non-DNase	H1hesc	18:Pol2	DNase	unmatched	chr11:1,372,969-1,373,263	295
#11663	-0.976	K562	19:H4K20	non-DNase	HepG2	19:H4K20	DNase	unmatched	chr2:236,545,489-236,545,783	295
#7089	-0.966	K562	19:H4K20	non-DNase	Huvec	8:EnhW	DNase	unmatched	chr3:42,073,709-42,074,003	295
#1836	-0.965	K562	19:H4K20	non-DNase	H1hesc	19:H4K20	DNase	unmatched	chr13:111,271,189-111,271,483	295
#6692	-0.951	K562	19:H4K20	non-DNase	Huvec	5:Enh	DNase	unmatched	chr14:56,052,589-56,052,883	295
#9701	-0.938	K562	19:H4K20	non-DNase	H1hesc	19:H4K20	DNase	unmatched	chr16:48,591,029-48,591,323	295
#9697	-0.926	K562	19:H4K20	non-DNase	H1hesc	19:H4K20	DNase	unmatched	chr11:33,346,109-33,346,403	295
#3196	-0.913	K562	19:H4K20	non-DNase	HepG2	8:EnhW	DNase	unmatched	chr11:63,790,009-63,790,303	295
#1742	0.894	K562	19:H4K20	non-DNase	H1hesc	14:Gen5'	DNase	unmatched	chr3:185,429,289-185,429,583	295
#2823	-0.883	K562	19:H4K20	non-DNase	HepG2	6:EnhF	DNase	unmatched	chr11:58,374,449-58,374,743	295
#7737	-0.829	K562	19:H4K20	non-DNase	Huvec	19:H4K20	DNase	unmatched	chr10:74,543,129-74,543,423	295
#10172	-0.819	K562	19:H4K20	non-DNase	HepG2	5:Enh	DNase	unmatched	chr17:25,831,209-25,831,503	295
#11740	-0.776	K562	19:H4K20	non-DNase	HepG2	23:Low	DNase	unmatched	chr17:75,964,889-75,965,183	295
#10109	-0.766	K562	19:H4K20	non-DNase	HepG2	5:Enh	DNase	unmatched	chr20:32,413,429-32,413,723	295
#14242	-0.765	K562	19:H4K20	non-DNase	Huvec	5:Enh	DNase	unmatched	chr5:169,373,009-169,373,303	295
#8882	-0.730	K562	19:H4K20	non-DNase	H1hesc	8:EnhW	DNase	unmatched	chr3:196,930,689-196,930,983	295
#14335	0.716	K562	19:H4K20	non-DNase	Huvec	5:Enh	DNase	unmatched	chr10:104,070,289-104,070,583	295
#1038	0.709	K562	19:H4K20	non-DNase	H1hesc	8:EnhW	DNase	unmatched	chr7:105,432,429-105,432,723	295
#6099	-0.677	K562	19:H4K20	non-DNase	Huvec	4:PromP	DNase	unmatched	chr11:75,234,069-75,234,363	295
#1749	-0.670	K562	19:H4K20	non-DNase	H1hesc	14:Gen5'	DNase	unmatched	chr15:99,206,389-99,206,683	295
#13997	-0.668	K562	19:H4K20	non-DNase	Huvec	4:PromP	DNase	unmatched	chr13:60,723,109-60,723,403	295
#1220	-0.666	K562	19:H4K20	non-DNase	H1hesc	8:EnhW	DNase	unmatched	chr3:48,081,349-48,081,643	295
#14795	0.660	K562	19:H4K20	non-DNase	Huvec	8:EnhW	DNase	unmatched	chr14:63,904,729-63,905,023	295
#14276	-0.658	K562	19:H4K20	non-DNase	Huvec	5:Enh	DNase	unmatched	chr14:69,406,789-69,407,083	295
#15599	-0.614	K562	19:H4K20	non-DNase	Huvec	19:H4K20	DNase	unmatched	chr7:138,159,669-138,159,963	295
#3004	-0.610	K562	19:H4K20	non-DNase	HepG2	8:EnhW	DNase	unmatched	chr9:112,969,289-112,969,583	295
#15510	-0.590	K562	19:H4K20	non-DNase	Huvec	14:Gen5'	DNase	unmatched	chr8:128,828,989-128,829,283	295
#14888	-0.572	K562	19:H4K20	non-DNase	Huvec	8:EnhW	DNase	unmatched	chr12:65,594,089-65,594,383	295
#15148	-0.546	K562	19:H4K20	non-DNase	Huvec	9:DNaseU	DNase	unmatched	chr6:155,431,949-155,432,243	295
#920	-0.539	K562	19:H4K20	non-DNase	H1hesc	7:EnhWF	DNase	unmatched	chr10:112,490,069-112,490,363	295
#10352	-0.529	K562	19:H4K20	non-DNase	HepG2	5:Enh	DNase	unmatched	chr1:46,333,409-46,333,703	295
#2725	-0.525	K562	19:H4K20	non-DNase	HepG2	5:Enh	DNase	unmatched	chr19:33,543,269-33,543,563	295
#10658	-0.524	K562	19:H4K20	non-DNase	HepG2	5:Enh	DNase	unmatched	chr1:19,753,729-19,754,023	295
#2483	-0.521	K562	19:H4K20	non-DNase	HepG2	5:Enh	DNase	unmatched	chr8:141,063,669-141,063,963	295
#9939	-0.519	K562	19:H4K20	non-DNase	HepG2	2:TssF	DNase	unmatched	chr15:67,441,849-67,442,143	295
#7647	-0.498	K562	19:H4K20	non-DNase	Huvec	14:Gen5'	DNase	unmatched	chr20:1,359,349-1,359,643	295
#9614	0.487	K562	19:H4K20	non-DNase	H1hesc	14:Gen5'	DNase	unmatched	chr3:15,031,969-15,032,263	295
#7207	-0.440	K562	19:H4K20	non-DNase	Huvec	9:DNaseU	DNase	unmatched	chr6:37,955,849-37,956,143	295
#1212	-0.401	K562	19:H4K20	non-DNase	H1hesc	8:EnhW	DNase	unmatched	chr12:125,045,109-125,045,403	295
#9109	0.328	K562	19:H4K20	non-DNase	H1hesc	8:EnhW	DNase	unmatched	chr9:128,512,929-128,513,223	295
#8771	-0.254	K562	19:H4K20	non-DNase	H1hesc	7:EnhWF	DNase	unmatched	chr6:40,615,949-40,616,243	295
#843	-0.998	K562	20:ReprD	non-DNase	H1hesc	5:Enh	DNase	unmatched	chr19:34,374,749-34,375,043	295
#1055	-0.997	K562	20:ReprD	non-DNase	H1hesc	8:EnhW	DNase	unmatched	chr7:158,934,409-158,934,703	295
#9722	-0.991	K562	20:ReprD	non-DNase	H1hesc	20:ReprD	DNase	unmatched	chr6:108,492,129-108,492,423	295
#243	-0.991	K562	20:ReprD	non-DNase	H1hesc	4:PromP	DNase	unmatched	chr5:77,139,889-77,140,183	295
#6478	-0.988	K562	20:ReprD	non-DNase	Huvec	5:Enh	DNase	unmatched	chr13:114,927,429-114,927,723	295
#2643	-0.986	K562	20:ReprD	non-DNase	HepG2	5:Enh	DNase	unmatched	chr9:136,678,249-136,678,543	295
#10492	-0.985	K562	20:ReprD	non-DNase	HepG2	5:Enh	DNase	unmatched	chr1:31,973,669-31,973,963	295
#1987	-0.982	K562	20:ReprD	non-DNase	HepG2	1:Tss	DNase	unmatched	chr1:3,209,829-3,210,123	295
#2021	-0.982	K562	20:ReprD	non-DNase	HepG2	1:Tss	DNase	unmatched	chr1:25,523,789-25,524,083	295
#531	-0.976	K562	20:ReprD	non-DNase	H1hesc	5:Enh	DNase	unmatched	chr21:46,432,629-46,432,923	295
#8046	-0.976	K562	20:ReprD	non-DNase	H1hesc	4:PromP	DNase	unmatched	chr11:86,510,749-86,511,043	295
#14953	-0.973	K562	20:ReprD	non-DNase	Huvec	8:EnhW	DNase	unmatched	chr2:129,018,229-129,018,523	295
#3832	0.973	K562	20:ReprD	non-DNase	HepG2	20:ReprD	DNase	unmatched	chr20:37,355,829-37,356,123	295
#3643	-0.972	K562	20:ReprD	non-DNase	HepG2	12:CtcfO	DNase	unmatched	chr6:90,085,149-90,085,443	295
#2291	-0.967	K562	20:ReprD	non-DNase	HepG2	5:Enh	DNase	unmatched	chr21:44,923,249-44,923,543	295
#172	-0.958	K562	20:ReprD	non-DNase	H1hesc	4:PromP	DNase	unmatched	chr21:43,188,829-43,189,123	295
#188	-0.954	K562	20:ReprD	non-DNase	H1hesc	4:PromP	DNase	unmatched	chr8:25,900,849-25,901,143	295
#13911	-0.946	K562	20:ReprD	non-DNase	Huvec	4:PromP	DNase	unmatched	chr1:42,383,489-42,383,783	295
#6108	-0.944	K562	20:ReprD	non-DNase	Huvec	4:PromP	DNase	unmatched	chr1:119,870,509-119,870,803	295
#2153	-0.942	K562	20:ReprD	non-DNase	HepG2	4:PromP	DNase	unmatched	chr7:140,340,509-140,340,803	295
#3006	-0.938	K562	20:ReprD	non-DNase	HepG2	8:EnhW	DNase	unmatched	chr7:139,506,789-139,507,083	295
#15144	-0.936	K562	20:ReprD	non-DNase	Huvec	9:DNaseU	DNase	unmatched	chr22:19,607,209-19,607,503	295
#8414	-0.933	K562	20:ReprD	non-DNase	H1hesc	5:Enh	DNase	unmatched	chr1:17,895,929-17,896,223	295
#6324	-0.924	K562	20:ReprD	non-DNase	Huvec	5:Enh	DNase	unmatched	chr2:85,992,529-85,992,823	295
#14614	0.924	K562	20:ReprD	non-DNase	Huvec	6:EnhF	DNase	unmatched	chr2:160,003,669-160,003,963	295
#8444	0.912	K562	20:ReprD	non-DNase	H1hesc	5:Enh	DNase	unmatched	chr1:45,009,489-45,009,783	295
#9715	0.910	K562	20:ReprD	non-DNase	H1hesc	20:ReprD	DNase	unmatched	chr6:5,087,669-5,087,963	295
#10829	-0.909	K562	20:ReprD	non-DNase	HepG2	8:EnhW	DNase	unmatched	chr10:72,205,849-72,206,143	295
#595	0.889	K562	20:ReprD	non-DNase	H1hesc	5:Enh	DNase	unmatched	chr10:47,131,009-47,131,303	295
#11660	-0.888	K562	20:ReprD	non-DNase	HepG2	18:Pol2	DNase	unmatched	chr10:77,156,049-77,156,343	295
#11681	-0.887	K562	20:ReprD	non-DNase	HepG2	20:ReprD	DNase	unmatched	chr1:7,750,589-7,750,883	295
#9325	-0.887	K562	20:ReprD	non-DNase	H1hesc	10:DNaseD	DNase	unmatched	chr12:113,550,049-113,550,343	295
#7688	0.881	K562	20:ReprD	non-DNase	Huvec	16:ElonW	DNase	unmatched	chr7:131,845,969-131,846,263	295
#11252	-0.876	K562	20:ReprD	non-DNase	HepG2	9:DNaseU	DNase	unmatched	chr7:155,190,749-155,191,043	295
#15032	-0.872	K562	20:ReprD	non-DNase	Huvec	9:DNaseU	DNase	unmatched	chr16:88,281,089-88,281,383	295
#10059	0.872	K562	20:ReprD	non-DNase	HepG2	4:PromP	DNase	unmatched	chr17:48,258,529-48,258,823	295
#2667	-0.872	K562	20:ReprD	non-DNase	HepG2	5:Enh	DNase	unmatched	chr10:51,498,469-51,498,763	295
#1884	0.865	K562	20:ReprD	non-DNase	H1hesc	22:ReprW	DNase	unmatched	chr9:101,351,109-101,351,403	295
#2187	-0.860	K562	20:ReprD	non-DNase	HepG2	4:PromP	DNase	unmatched	chr1:16,085,509-16,085,803	295
#14089	0.858	K562	20:ReprD	non-DNase	Huvec	5:Enh	DNase	unmatched	chr11:61,463,489-61,463,783	295
#10012	0.857	K562	20:ReprD	non-DNase	HepG2	4:PromP	DNase	unmatched	chr8:20,126,149-20,126,443	295
#8219	-0.853	K562	20:ReprD	non-DNase	H1hesc	5:Enh	DNase	unmatched	chr21:39,004,189-39,004,483	295
#373	-0.853	K562	20:ReprD	non-DNase	H1hesc	5:Enh	DNase	unmatched	chr2:47,925,409-47,925,703	295
#3193	-0.847	K562	20:ReprD	non-DNase	HepG2	8:EnhW	DNase	unmatched	chr18:8,781,669-8,781,963	295
#3369	-0.847	K562	20:ReprD	non-DNase	HepG2	9:DNaseU	DNase	unmatched	chr15:100,015,309-100,015,603	295
#11362	-0.839	K562	20:ReprD	non-DNase	HepG2	12:CtcfO	DNase	unmatched	chr6:44,598,169-44,598,463	295
#6279	-0.834	K562	20:ReprD	non-DNase	Huvec	5:Enh	DNase	unmatched	chr1:204,071,369-204,071,663	295
#7099	-0.833	K562	20:ReprD	non-DNase	Huvec	8:EnhW	DNase	unmatched	chr1:154,757,409-154,757,703	295
#971	0.828	K562	20:ReprD	non-DNase	H1hesc	8:EnhW	DNase	unmatched	chr7:129,915,169-129,915,463	295
#9360	-0.822	K562	20:ReprD	non-DNase	H1hesc	12:CtcfO	DNase	unmatched	chr1:47,969,509-47,969,803	295
#10198	-0.821	K562	20:ReprD	non-DNase	HepG2	5:Enh	DNase	unmatched	chr22:46,758,229-46,758,523	295
#14449	-0.817	K562	20:ReprD	non-DNase	Huvec	5:Enh	DNase	unmatched	chr7:131,309,449-131,309,743	295
#8204	-0.816	K562	20:ReprD	non-DNase	H1hesc	5:Enh	DNase	unmatched	chr17:76,879,889-76,880,183	295
#11705	-0.812	K562	20:ReprD	non-DNase	HepG2	21:Repr	DNase	unmatched	chr2:25,354,169-25,354,463	295
#11689	-0.806	K562	20:ReprD	non-DNase	HepG2	20:ReprD	DNase	unmatched	chr20:62,084,409-62,084,703	295
#10932	0.805	K562	20:ReprD	non-DNase	HepG2	8:EnhW	DNase	unmatched	chr1:55,260,469-55,260,763	295
#3257	-0.802	K562	20:ReprD	non-DNase	HepG2	9:DNaseU	DNase	unmatched	chr10:76,520,349-76,520,643	295
#6365	0.797	K562	20:ReprD	non-DNase	Huvec	5:Enh	DNase	unmatched	chr8:26,466,869-26,467,163	295
#1461	-0.797	K562	20:ReprD	non-DNase	H1hesc	10:DNaseD	DNase	unmatched	chr3:13,672,749-13,673,043	295
#7067	-0.796	K562	20:ReprD	non-DNase	Huvec	8:EnhW	DNase	unmatched	chr11:68,765,869-68,766,163	295
#1867	0.794	K562	20:ReprD	non-DNase	H1hesc	20:ReprD	DNase	unmatched	chr7:27,222,869-27,223,163	295
#9447	-0.794	K562	20:ReprD	non-DNase	H1hesc	12:CtcfO	DNase	unmatched	chr1:25,224,689-25,224,983	295
#644	-0.793	K562	20:ReprD	non-DNase	H1hesc	5:Enh	DNase	unmatched	chr5:42,813,729-42,814,023	295
#3811	-0.790	K562	20:ReprD	non-DNase	HepG2	20:ReprD	DNase	unmatched	chr17:44,966,929-44,967,223	295
#8209	-0.782	K562	20:ReprD	non-DNase	H1hesc	5:Enh	DNase	unmatched	chr7:73,333,689-73,333,983	295
#8305	0.782	K562	20:ReprD	non-DNase	H1hesc	5:Enh	DNase	unmatched	chr1:45,008,069-45,008,363	295
#7580	-0.775	K562	20:ReprD	non-DNase	Huvec	13:Ctcf	DNase	unmatched	chr15:93,226,669-93,226,963	295
#15206	-0.774	K562	20:ReprD	non-DNase	Huvec	10:DNaseD	DNase	unmatched	chr12:133,187,069-133,187,363	295
#7755	-0.772	K562	20:ReprD	non-DNase	Huvec	20:ReprD	DNase	unmatched	chr1:201,094,249-201,094,543	295
#9323	-0.766	K562	20:ReprD	non-DNase	H1hesc	10:DNaseD	DNase	unmatched	chr7:157,659,229-157,659,523	295
#8083	-0.762	K562	20:ReprD	non-DNase	H1hesc	4:PromP	DNase	unmatched	chr21:38,077,569-38,077,863	295
#7991	-0.762	K562	20:ReprD	non-DNase	H1hesc	3:PromF	DNase	unmatched	chr1:41,120,589-41,120,883	295
#3043	-0.760	K562	20:ReprD	non-DNase	HepG2	8:EnhW	DNase	unmatched	chr14:65,203,349-65,203,643	295
#3282	0.756	K562	20:ReprD	non-DNase	HepG2	9:DNaseU	DNase	unmatched	chr1:204,964,289-204,964,583	295
#14626	-0.754	K562	20:ReprD	non-DNase	Huvec	6:EnhF	DNase	unmatched	chr6:169,563,049-169,563,343	295
#10601	0.750	K562	20:ReprD	non-DNase	HepG2	5:Enh	DNase	unmatched	chr12:6,389,169-6,389,463	295
#1519	-0.749	K562	20:ReprD	non-DNase	H1hesc	12:CtcfO	DNase	unmatched	chr2:96,779,169-96,779,463	295
#948	-0.748	K562	20:ReprD	non-DNase	H1hesc	7:EnhWF	DNase	unmatched	chr2:29,234,349-29,234,643	295
#1769	-0.747	K562	20:ReprD	non-DNase	H1hesc	14:Gen5'	DNase	unmatched	chr20:34,996,129-34,996,423	295
#1876	0.744	K562	20:ReprD	non-DNase	H1hesc	21:Repr	DNase	unmatched	chr1:20,730,009-20,730,303	295
#1406	-0.738	K562	20:ReprD	non-DNase	H1hesc	9:DNaseU	DNase	unmatched	chr1:205,656,409-205,656,703	295
#9412	-0.726	K562	20:ReprD	non-DNase	H1hesc	12:CtcfO	DNase	unmatched	chr4:8,588,389-8,588,683	295
#8879	-0.725	K562	20:ReprD	non-DNase	H1hesc	8:EnhW	DNase	unmatched	chr4:186,378,309-186,378,603	295
#8256	-0.724	K562	20:ReprD	non-DNase	H1hesc	5:Enh	DNase	unmatched	chr17:47,585,829-47,586,123	295
#10232	0.720	K562	20:ReprD	non-DNase	HepG2	5:Enh	DNase	unmatched	chr12:110,164,889-110,165,183	295
#6760	-0.718	K562	20:ReprD	non-DNase	Huvec	6:EnhF	DNase	unmatched	chr9:38,186,349-38,186,643	295
#9724	0.716	K562	20:ReprD	non-DNase	H1hesc	20:ReprD	DNase	unmatched	chr11:44,746,889-44,747,183	295
#6597	0.715	K562	20:ReprD	non-DNase	Huvec	5:Enh	DNase	unmatched	chr21:46,420,929-46,421,223	295
#1746	-0.708	K562	20:ReprD	non-DNase	H1hesc	14:Gen5'	DNase	unmatched	chr1:236,313,429-236,313,723	295
#2841	-0.696	K562	20:ReprD	non-DNase	HepG2	6:EnhF	DNase	unmatched	chr21:44,899,269-44,899,563	295
#9501	-0.696	K562	20:ReprD	non-DNase	H1hesc	12:CtcfO	DNase	unmatched	chr1:3,347,849-3,348,143	295
#1124	-0.688	K562	20:ReprD	non-DNase	H1hesc	8:EnhW	DNase	unmatched	chr2:71,478,129-71,478,423	295
#15618	-0.684	K562	20:ReprD	non-DNase	Huvec	20:ReprD	DNase	unmatched	chr17:30,444,389-30,444,683	295
#1130	-0.675	K562	20:ReprD	non-DNase	H1hesc	8:EnhW	DNase	unmatched	chr4:139,603,889-139,604,183	295
#939	0.673	K562	20:ReprD	non-DNase	H1hesc	7:EnhWF	DNase	unmatched	chr1:245,543,509-245,543,803	295
#1494	0.666	K562	20:ReprD	non-DNase	H1hesc	12:CtcfO	DNase	unmatched	chr9:129,957,609-129,957,903	295
#7765	-0.664	K562	20:ReprD	non-DNase	Huvec	20:ReprD	DNase	unmatched	chr7:127,869,889-127,870,183	295
#14688	-0.663	K562	20:ReprD	non-DNase	Huvec	7:EnhWF	DNase	unmatched	chr10:72,263,569-72,263,863	295
#8968	-0.661	K562	20:ReprD	non-DNase	H1hesc	8:EnhW	DNase	unmatched	chr6:41,423,589-41,423,883	295
#6306	0.656	K562	20:ReprD	non-DNase	Huvec	5:Enh	DNase	unmatched	chr7:131,225,349-131,225,643	295
#10500	-0.655	K562	20:ReprD	non-DNase	HepG2	5:Enh	DNase	unmatched	chr6:43,258,649-43,258,943	295
#6542	-0.654	K562	20:ReprD	non-DNase	Huvec	5:Enh	DNase	unmatched	chr1:19,267,789-19,268,083	295
#6344	-0.652	K562	20:ReprD	non-DNase	Huvec	5:Enh	DNase	unmatched	chr6:1,615,889-1,616,183	295
#9471	0.652	K562	20:ReprD	non-DNase	H1hesc	12:CtcfO	DNase	unmatched	chr17:62,028,349-62,028,643	295
#8635	-0.647	K562	20:ReprD	non-DNase	H1hesc	5:Enh	DNase	unmatched	chr8:103,922,789-103,923,083	295
#3212	-0.646	K562	20:ReprD	non-DNase	HepG2	8:EnhW	DNase	unmatched	chr8:142,164,209-142,164,503	295
#3571	0.643	K562	20:ReprD	non-DNase	HepG2	12:CtcfO	DNase	unmatched	chr10:60,172,489-60,172,783	295
#5989	-0.641	K562	20:ReprD	non-DNase	Huvec	1:Tss	DNase	unmatched	chr10:69,944,349-69,944,643	295
#8018	0.630	K562	20:ReprD	non-DNase	H1hesc	4:PromP	DNase	unmatched	chr2:105,478,069-105,478,363	295
#6107	-0.621	K562	20:ReprD	non-DNase	Huvec	4:PromP	DNase	unmatched	chr10:63,211,929-63,212,223	295
#2430	-0.621	K562	20:ReprD	non-DNase	HepG2	5:Enh	DNase	unmatched	chr10:71,177,929-71,178,223	295
#6295	-0.613	K562	20:ReprD	non-DNase	Huvec	5:Enh	DNase	unmatched	chr1:27,317,169-27,317,463	295
#11214	-0.608	K562	20:ReprD	non-DNase	HepG2	9:DNaseU	DNase	unmatched	chr19:54,987,009-54,987,303	295
#1656	-0.608	K562	20:ReprD	non-DNase	H1hesc	12:CtcfO	DNase	unmatched	chr6:20,028,369-20,028,663	295
#6119	-0.598	K562	20:ReprD	non-DNase	Huvec	4:PromP	DNase	unmatched	chr2:71,128,569-71,128,863	295
#8517	0.598	K562	20:ReprD	non-DNase	H1hesc	5:Enh	DNase	unmatched	chr1:226,911,529-226,911,823	295
#903	-0.596	K562	20:ReprD	non-DNase	H1hesc	7:EnhWF	DNase	unmatched	chr21:46,580,989-46,581,283	295
#15046	-0.594	K562	20:ReprD	non-DNase	Huvec	9:DNaseU	DNase	unmatched	chr7:143,020,109-143,020,403	295
#14208	-0.594	K562	20:ReprD	non-DNase	Huvec	5:Enh	DNase	unmatched	chr6:37,521,389-37,521,683	295
#7132	-0.590	K562	20:ReprD	non-DNase	Huvec	8:EnhW	DNase	unmatched	chr10:51,498,449-51,498,743	295
#14020	0.588	K562	20:ReprD	non-DNase	Huvec	5:Enh	DNase	unmatched	chr8:10,488,529-10,488,823	295
#3079	-0.586	K562	20:ReprD	non-DNase	HepG2	8:EnhW	DNase	unmatched	chr1:15,694,649-15,694,943	295
#9384	-0.577	K562	20:ReprD	non-DNase	H1hesc	12:CtcfO	DNase	unmatched	chr20:56,197,629-56,197,923	295
#5911	-0.574	K562	20:ReprD	non-DNase	Huvec	1:Tss	DNase	unmatched	chr17:76,879,889-76,880,183	295
#8025	-0.574	K562	20:ReprD	non-DNase	H1hesc	4:PromP	DNase	unmatched	chr2:182,548,449-182,548,743	295
#488	-0.567	K562	20:ReprD	non-DNase	H1hesc	5:Enh	DNase	unmatched	chr5:159,714,469-159,714,763	295
#2195	-0.566	K562	20:ReprD	non-DNase	HepG2	4:PromP	DNase	unmatched	chr15:79,102,589-79,102,883	295
#1409	0.540	K562	20:ReprD	non-DNase	H1hesc	9:DNaseU	DNase	unmatched	chr8:123,874,929-123,875,223	295
#9531	-0.539	K562	20:ReprD	non-DNase	H1hesc	12:CtcfO	DNase	unmatched	chr7:140,324,249-140,324,543	295
#8752	-0.535	K562	20:ReprD	non-DNase	H1hesc	6:EnhF	DNase	unmatched	chr10:47,135,209-47,135,503	295
#14479	0.533	K562	20:ReprD	non-DNase	Huvec	5:Enh	DNase	unmatched	chr12:124,524,869-124,525,163	295
#3821	0.533	K562	20:ReprD	non-DNase	HepG2	20:ReprD	DNase	unmatched	chr3:44,927,089-44,927,383	295
#9728	0.530	K562	20:ReprD	non-DNase	H1hesc	20:ReprD	DNase	unmatched	chr1:110,694,789-110,695,083	295
#9449	-0.525	K562	20:ReprD	non-DNase	H1hesc	12:CtcfO	DNase	unmatched	chr1:235,795,209-235,795,503	295
#8366	-0.521	K562	20:ReprD	non-DNase	H1hesc	5:Enh	DNase	unmatched	chr7:105,330,929-105,331,223	295
#3815	-0.519	K562	20:ReprD	non-DNase	HepG2	20:ReprD	DNase	unmatched	chr1:38,077,189-38,077,483	295
#9476	-0.516	K562	20:ReprD	non-DNase	H1hesc	12:CtcfO	DNase	unmatched	chr10:134,752,209-134,752,503	295
#6078	-0.515	K562	20:ReprD	non-DNase	Huvec	4:PromP	DNase	unmatched	chr6:1,604,549-1,604,843	295
#1685	-0.514	K562	20:ReprD	non-DNase	H1hesc	13:Ctcf	DNase	unmatched	chr2:119,027,049-119,027,343	295
#3453	0.505	K562	20:ReprD	non-DNase	HepG2	12:CtcfO	DNase	unmatched	chr2:121,433,009-121,433,303	295
#13961	0.499	K562	20:ReprD	non-DNase	Huvec	4:PromP	DNase	unmatched	chr5:112,824,049-112,824,343	295
#3645	-0.496	K562	20:ReprD	non-DNase	HepG2	12:CtcfO	DNase	unmatched	chr1:38,554,009-38,554,303	295
#10044	-0.490	K562	20:ReprD	non-DNase	HepG2	4:PromP	DNase	unmatched	chr7:41,745,069-41,745,363	295
#10786	0.490	K562	20:ReprD	non-DNase	HepG2	8:EnhW	DNase	unmatched	chr19:54,096,249-54,096,543	295
#3805	-0.484	K562	20:ReprD	non-DNase	HepG2	19:H4K20	DNase	unmatched	chr6:2,142,069-2,142,363	295
#8303	0.482	K562	20:ReprD	non-DNase	H1hesc	5:Enh	DNase	unmatched	chr7:135,438,469-135,438,763	295
#1149	-0.481	K562	20:ReprD	non-DNase	H1hesc	8:EnhW	DNase	unmatched	chr3:13,891,909-13,892,203	295
#726	-0.479	K562	20:ReprD	non-DNase	H1hesc	5:Enh	DNase	unmatched	chr2:232,485,829-232,486,123	295
#2414	0.478	K562	20:ReprD	non-DNase	HepG2	5:Enh	DNase	unmatched	chr1:9,302,349-9,302,643	295
#14319	-0.475	K562	20:ReprD	non-DNase	Huvec	5:Enh	DNase	unmatched	chr17:65,445,369-65,445,663	295
#8709	-0.475	K562	20:ReprD	non-DNase	H1hesc	5:Enh	DNase	unmatched	chr7:75,863,469-75,863,763	295
#8625	-0.475	K562	20:ReprD	non-DNase	H1hesc	5:Enh	DNase	unmatched	chr7:158,110,669-158,110,963	295
#8626	0.473	K562	20:ReprD	non-DNase	H1hesc	5:Enh	DNase	unmatched	chr3:8,664,949-8,665,243	295
#8078	0.471	K562	20:ReprD	non-DNase	H1hesc	4:PromP	DNase	unmatched	chr21:43,183,769-43,184,063	295
#10223	-0.470	K562	20:ReprD	non-DNase	HepG2	5:Enh	DNase	unmatched	chr2:11,076,389-11,076,683	295
#11787	-0.466	K562	20:ReprD	non-DNase	HepG2	25:Art	DNase	unmatched	chr20:937,109-937,403	295
#3828	-0.458	K562	20:ReprD	non-DNase	HepG2	20:ReprD	DNase	unmatched	chr11:6,280,909-6,281,203	295
#8196	0.458	K562	20:ReprD	non-DNase	H1hesc	5:Enh	DNase	unmatched	chr8:839,609-839,903	295
#5930	-0.454	K562	20:ReprD	non-DNase	Huvec	1:Tss	DNase	unmatched	chr1:183,155,229-183,155,523	295
#14090	-0.453	K562	20:ReprD	non-DNase	Huvec	5:Enh	DNase	unmatched	chr1:32,028,609-32,028,903	295
#11511	-0.434	K562	20:ReprD	non-DNase	HepG2	13:Ctcf	DNase	unmatched	chr5:3,602,929-3,603,223	295
#11166	0.426	K562	20:ReprD	non-DNase	HepG2	9:DNaseU	DNase	unmatched	chr5:14,610,029-14,610,323	295
#9716	-0.426	K562	20:ReprD	non-DNase	H1hesc	20:ReprD	DNase	unmatched	chr7:27,155,009-27,155,303	295
